Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
$	ah	#	1	7	0.14285714285714285
no	creo	#	1	2	0.5
pq	no	tiene	1	2	0.5
no	tiene	el	1	3	0.3333333333333333
tiene	el	:	1	1	1.0
el	:	//	1	1	1.0
:	//	#	1	1	1.0
te	falta	ingeniería	1	3	0.3333333333333333
falta	ingeniería	hermano	1	1	1.0
ingeniería	hermano	#	1	1	1.0
$	hay	2	1	2	0.5
hay	2	en	1	1	1.0
2	en	la	1	2	0.5
en	la	2152	1	14	0.07142857142857142
la	2152	#	1	1	1.0
$	zzz	#	1	1	1.0
$	hiciste	las	1	3	0.3333333333333333
hiciste	las	horas	1	1	1.0
las	horas	con	1	1	1.0
horas	con	varias	1	1	1.0
con	varias	regex	1	1	1.0
varias	regex	?	1	1	1.0
regex	?	#	1	1	1.0
no	te	salió	1	10	0.1
te	salió	con	1	1	1.0
salió	con	una	1	1	1.0
con	una	?	1	3	0.3333333333333333
una	?	#	1	1	1.0
$	vas	a	1	3	0.3333333333333333
a	llevar	tu	1	2	0.5
llevar	tu	lap	1	1	1.0
tu	lap	mañana	1	1	1.0
lap	mañana	?	1	1	1.0
mañana	?	#	1	1	1.0
$	para	comparar	1	10	0.1
para	comparar	a	1	1	1.0
comparar	a	gusto	1	1	1.0
a	gusto	#	1	1	1.0
es	que	te	1	16	0.0625
que	te	faltan	1	9	0.1111111111111111
te	faltan	en	1	1	1.0
faltan	en	todas	1	1	1.0
en	todas	lol	1	1	1.0
todas	lol	#	1	1	1.0
no	ps	al	1	3	0.3333333333333333
ps	al	que	1	1	1.0
al	que	le	1	1	1.0
que	le	faltan	1	6	0.16666666666666666
le	faltan	es	1	1	1.0
faltan	es	a	1	1	1.0
es	a	ti	1	1	1.0
a	ti	#	1	2	0.5
$	una	más	1	3	0.3333333333333333
una	más	que	1	1	1.0
más	que	tú	1	1	1.0
que	tú	en	1	3	0.3333333333333333
tú	en	#	1	1	1.0
$	todas	#	1	1	1.0
$	por	ahí	1	11	0.09090909090909091
por	ahí	del	1	1	1.0
ahí	del	miércoles	1	1	1.0
del	miércoles	#	1	1	1.0
$	o	cuando	1	12	0.08333333333333333
o	cuando	salga	1	1	1.0
cuando	salga	la	1	1	1.0
salga	la	convocatoria	1	1	1.0
la	convocatoria	#	1	1	1.0
$	pasa	tu	1	2	0.5
pasa	tu	regex	1	1	1.0
tu	regex	de	1	1	1.0
regex	de	los	1	1	1.0
de	los	emojis	1	7	0.14285714285714285
los	emojis	#	1	1	1.0
$	😂	😜	1	1	1.0
😂	😜	#	1	1	1.0
$	🤯	#	1	1	1.0
de	mamar	#	1	2	0.5
$	"r""[\U0001F600-\U0001F64F\U0001F300-\U0001F5FF\U0001F680-\U0001F6FF\U0001F1E0-\U0001F1FF\U00002702-\U000027B0\U000024C2-\U0001F251\U0001F900-\U0001F9FF\U0001FA70-\U0001FAFF\U00002600-\U000026FF\U00002B50-\U00002B55]|\U0001F1E6-\U0001F1FF|\U0000FE0F"	]	1	1	1.0
"r""[\U0001F600-\U0001F64F\U0001F300-\U0001F5FF\U0001F680-\U0001F6FF\U0001F1E0-\U0001F1FF\U00002702-\U000027B0\U000024C2-\U0001F251\U0001F900-\U0001F9FF\U0001FA70-\U0001FAFF\U00002600-\U000026FF\U00002B50-\U00002B55]|\U0001F1E6-\U0001F1FF|\U0000FE0F"	]	""""	1	1	1.0
]	""""	#	1	1	1.0
$	te	quedó	1	16	0.0625
te	quedó	así	1	1	1.0
quedó	así	?	1	1	1.0
$	nomás	dime	1	5	0.2
nomás	dime	eso	1	1	1.0
dime	eso	#	1	1	1.0
$	si	acaso	1	35	0.02857142857142857
si	acaso	el	1	1	1.0
acaso	el	chat	1	1	1.0
el	chat	gpt	1	1	1.0
chat	gpt	fue	1	1	1.0
gpt	fue	el	1	1	1.0
fue	el	que	1	2	0.5
el	que	resolvió	1	1	1.0
que	resolvió	we	1	1	1.0
resolvió	we	#	1	1	1.0
$	no	nos	1	72	0.013888888888888888
no	nos	hagamos	1	1	1.0
nos	hagamos	pendejos	1	1	1.0
hagamos	pendejos	#	1	1	1.0
$	eh	#	1	1	1.0
$	parece	ser	1	3	0.3333333333333333
parece	ser	que	1	1	1.0
ser	que	lo	1	2	0.5
que	lo	que	1	5	0.2
lo	que	agarra	1	9	0.1111111111111111
que	agarra	y	1	1	1.0
agarra	y	no	1	1	1.0
y	no	es	1	2	0.5
no	es	es	1	4	0.25
es	es	como	1	1	1.0
es	como	un	1	2	0.5
como	un	caracter	1	1	1.0
un	caracter	invisible	1	1	1.0
caracter	invisible	que	1	1	1.0
invisible	que	se	1	1	1.0
que	se	pone	1	6	0.16666666666666666
se	pone	después	1	1	1.0
pone	después	de	1	1	1.0
después	de	algunos	1	2	0.5
de	algunos	emojis	1	1	1.0
algunos	emojis	#	1	1	1.0
$	ps	obvio	1	4	0.25
ps	obvio	we	1	1	1.0
obvio	we	#	1	1	1.0
$	si	resuelvo	1	35	0.02857142857142857
si	resuelvo	#	1	1	1.0
$	no	como	1	72	0.013888888888888888
no	como	otros	1	1	1.0
como	otros	#	1	1	1.0
parece	que	se	1	3	0.3333333333333333
que	se	arregla	1	6	0.16666666666666666
se	arregla	con	1	1	1.0
arregla	con	un	1	1	1.0
con	un	negative	1	2	0.5
un	negative	lookahead	1	1	1.0
negative	lookahead	#	1	1	1.0
$	(	?	1	1	1.0
(	?	!	1	1	1.0
?	!	[	1	1	1.0
!	[	\uFE0F\u200D\u1F3FB-\u1F3FF	1	1	1.0
[	\uFE0F\u200D\u1F3FB-\u1F3FF	]	1	1	1.0
\uFE0F\u200D\u1F3FB-\u1F3FF	]	)	1	1	1.0
]	)	'	1	1	1.0
)	'	#	1	1	1.0
$	para	quitar	1	10	0.1
para	quitar	los	1	1	1.0
quitar	los	modificadores	1	1	1.0
los	modificadores	de	1	1	1.0
modificadores	de	tono	1	1	1.0
de	tono	de	1	1	1.0
tono	de	piel	1	1	1.0
de	piel	,	1	1	1.0
piel	,	que	1	1	1.0
,	que	suelen	1	2	0.5
que	suelen	mostrarse	1	1	1.0
suelen	mostrarse	como	1	1	1.0
mostrarse	como	caracteres	1	1	1.0
como	caracteres	invisibles	1	1	1.0
caracteres	invisibles	#	1	1	1.0
$	emojiRe	=	1	1	1.0
emojiRe	=	re.compile	1	1	1.0
=	re.compile	(	1	1	1.0
re.compile	(	#	1	1	1.0
$	lab	de	1	1	1.0
lab	de	android	1	1	1.0
de	android	#	1	1	1.0
$	o	quieres	1	12	0.08333333333333333
o	quieres	hoy	1	1	1.0
quieres	hoy	?	1	1	1.0
hoy	?	#	1	1	1.0
$	perdón	es	1	3	0.3333333333333333
perdón	es	que	1	1	1.0
es	que	dejé	1	16	0.0625
que	dejé	mi	1	1	1.0
dejé	mi	cel	1	1	1.0
mi	cel	#	1	1	1.0
ando	en	la	1	4	0.25
en	la	lap	1	14	0.07142857142857142
la	lap	y	1	1	1.0
lap	y	con	1	1	1.0
con	el	internet	1	9	0.1111111111111111
el	internet	de	1	1	1.0
internet	de	la	1	1	1.0
de	la	escuela	1	11	0.09090909090909091
la	escuela	#	1	1	1.0
$	te	vas	1	16	0.0625
te	vas	a	1	1	1.0
a	llevar	una	1	2	0.5
llevar	una	sorpresa	1	1	1.0
una	sorpresa	cuando	1	1	1.0
sorpresa	cuando	llegues	1	1	1.0
cuando	llegues	#	1	1	1.0
$	jijijija	#	1	1	1.0
no	contesta	tu	1	3	0.3333333333333333
contesta	tu	tío	1	1	1.0
tu	tío	padrino	1	2	0.5
tío	padrino	#	1	1	1.0
$	cómo	tú	1	3	0.3333333333333333
cómo	tú	#	1	1	1.0
$	eso	me	1	4	0.25
eso	me	quieres	1	1	1.0
me	quieres	decir	1	1	1.0
quieres	decir	?	1	1	1.0
decir	?	#	1	1	1.0
$	dale	una	1	1	1.0
dale	una	checada	1	1	1.0
una	checada	a	1	1	1.0
checada	a	como	1	1	1.0
a	como	harías	1	2	0.5
como	harías	eso	1	1	1.0
harías	eso	#	1	1	1.0
$	para	discutir	1	10	0.1
para	discutir	mañana	1	1	1.0
discutir	mañana	el	1	1	1.0
mañana	el	horario	1	1	1.0
el	horario	#	1	1	1.0
smn	,	en	1	3	0.3333333333333333
,	en	realidad	1	2	0.5
en	realidad	no	1	1	1.0
realidad	no	hay	1	1	1.0
no	hay	que	1	9	0.1111111111111111
hay	que	entregar	1	4	0.25
que	entregar	nada	1	2	0.5
entregar	nada	#	1	1	1.0
pues	si	tienes	1	2	0.5
si	tienes	ganas	1	1	1.0
tienes	ganas	xd	1	1	1.0
ganas	xd	#	1	1	1.0
$	está	facil	1	4	0.25
está	facil	#	1	1	1.0
$	esa	es	1	4	0.25
esa	es	una	1	1	1.0
es	una	forma	1	2	0.5
una	forma	muy	1	1	1.0
forma	muy	cabrona	1	1	1.0
muy	cabrona	de	1	1	1.0
cabrona	de	decir	1	1	1.0
de	decir	que	1	3	0.3333333333333333
decir	que	no	1	2	0.5
que	no	le	1	15	0.06666666666666667
no	le	sabes	1	2	0.5
le	sabes	#	1	1	1.0
$	algo	bien	1	1	1.0
$	ando	#	1	5	0.2
ya	se	acabó	1	2	0.5
se	acabó	la	1	1	1.0
acabó	la	clase	1	1	1.0
la	clase	#	1	1	1.0
$	era	de	1	4	0.25
era	de	chill	1	2	0.5
de	chill	#	1	1	1.0
$	vamos	a	1	1	1.0
vamos	a	la	1	5	0.2
a	la	café	1	11	0.09090909090909091
la	café	we	1	1	1.0
café	we	#	1	1	1.0
$	quiero	una	1	2	0.5
quiero	una	dona	1	1	1.0
una	dona	#	1	1	1.0
$	café	de	1	1	1.0
café	de	calcetín	1	1	1.0
de	calcetín	#	1	1	1.0
$	hasta	ahora	1	1	1.0
hasta	ahora	vi	1	1	1.0
ahora	vi	que	1	1	1.0
vi	que	ganó	1	3	0.3333333333333333
que	ganó	el	1	1	1.0
ganó	el	mónaco	1	1	1.0
el	mónaco	#	1	1	1.0
$	que	ocupas	1	32	0.03125
que	ocupas	?	1	1	1.0
ocupas	?	#	1	1	1.0
$	quieres	hacer	1	1	1.0
quieres	hacer	un	1	1	1.0
hacer	un	scrap	1	1	1.0
un	scrap	ahorita	1	1	1.0
scrap	ahorita	y	1	1	1.0
ahorita	y	comparamos	1	1	1.0
y	comparamos	las	1	1	1.0
comparamos	las	salidas	1	1	1.0
las	salidas	?	1	1	1.0
salidas	?	#	1	1	1.0
$	ya	comparé	1	41	0.024390243902439025
ya	comparé	con	1	1	1.0
comparé	con	Ada	1	1	1.0
con	Ada	y	1	1	1.0
Ada	y	nos	1	1	1.0
y	nos	sale	1	2	0.5
nos	sale	lo	1	1	1.0
sale	lo	mismo	1	1	1.0
lo	mismo	#	1	2	0.5
$	de	cualquier	1	8	0.125
de	cualquier	forma	1	1	1.0
cualquier	forma	a	1	1	1.0
forma	a	las	1	1	1.0
las	10	pm	1	4	0.25
10	pm	vamos	1	1	1.0
pm	vamos	a	1	1	1.0
vamos	a	estar	1	5	0.2
a	estar	comparando	1	3	0.3333333333333333
estar	comparando	todos	1	1	1.0
comparando	todos	los	1	1	1.0
todos	los	días	1	1	1.0
los	días	para	1	1	1.0
días	para	ver	1	1	1.0
para	ver	qp	1	2	0.5
$	mejor	te	1	3	0.3333333333333333
mejor	te	paso	1	1	1.0
te	paso	mi	1	2	0.5
paso	mi	csv	1	1	1.0
mi	csv	#	1	1	1.0
$	también	ejecutartelo	1	3	0.3333333333333333
también	ejecutartelo	#	1	1	1.0
$	mejor	deja	1	3	0.3333333333333333
mejor	deja	prendida	1	1	1.0
deja	prendida	la	1	1	1.0
prendida	la	compu	1	1	1.0
la	compu	#	1	1	1.0
$	y	con	1	20	0.05
con	el	task	1	9	0.1111111111111111
el	task	scheduler	1	1	1.0
task	scheduler	#	1	1	1.0
$	ps	mejor	1	4	0.25
ps	mejor	nada	1	1	1.0
mejor	nada	#	1	1	1.0
las	4	en	1	2	0.5
4	en	jornada	1	1	1.0
en	jornada	#	1	1	1.0
$	2	en	1	1	1.0
2	en	expansion	1	2	0.5
en	expansion	#	1	1	1.0
$	ada	confirma	1	3	0.3333333333333333
ada	confirma	#	1	1	1.0
$	ha	de	1	2	0.5
ha	de	ser	1	1	1.0
de	ser	que	1	2	0.5
ser	que	está	1	2	0.5
que	está	contando	1	2	0.5
está	contando	la	1	1	1.0
contando	la	fila	1	1	1.0
fila	de	los	1	2	0.5
de	los	encabezados	1	7	0.14285714285714285
los	encabezados	en	1	1	1.0
encabezados	en	su	1	1	1.0
en	su	csv	1	1	1.0
su	csv	we	1	1	1.0
csv	we	#	1	1	1.0
de	nada	we	1	2	0.5
nada	we	#	1	1	1.0
$	que	harías	1	32	0.03125
que	harías	sin	1	1	1.0
harías	sin	mi	1	1	1.0
sin	mi	?	1	2	0.5
$	te	dije	1	16	0.0625
dije	que	estabas	1	2	0.5
que	estabas	mal	1	1	1.0
estabas	mal	#	1	1	1.0
$	a	veces	1	27	0.037037037037037035
a	veces	es	1	1	1.0
veces	es	lo	1	1	1.0
único	que	falta	1	2	0.5
que	falta	#	1	3	0.3333333333333333
$	todo	bot	1	4	0.25
todo	bot	#	1	1	1.0
$	verga	,	1	2	0.5
verga	,	perdón	1	1	1.0
,	perdón	#	1	1	1.0
$	ando	grosero	1	5	0.2
ando	grosero	#	1	1	1.0
$	sí	te	1	3	0.3333333333333333
sí	te	lo	1	1	1.0
te	lo	iba	1	4	0.25
iba	a	pasar	1	6	0.16666666666666666
a	pasar	#	1	5	0.2
$	pero	esa	1	31	0.03225806451612903
pero	esa	actitud	1	1	1.0
esa	actitud	arrogante	1	1	1.0
actitud	arrogante	no	1	1	1.0
arrogante	no	me	1	1	1.0
no	me	gusta	1	9	0.1111111111111111
me	gusta	nada	1	1	1.0
gusta	nada	#	1	1	1.0
$	cuantos	te	1	2	0.5
cuantos	te	salieron	1	1	1.0
te	salieron	we	1	2	0.5
salieron	we	?	1	1	1.0
$	osea	24	1	2	0.5
osea	24	nuevos	1	1	1.0
24	nuevos	?	1	2	0.5
nuevos	?	#	1	1	1.0
$	no	sabía	1	72	0.013888888888888888
no	sabía	que	1	1	1.0
sabía	que	te	1	1	1.0
que	te	habían	1	9	0.1111111111111111
te	habían	salido	1	1	1.0
habían	salido	119	1	1	1.0
salido	119	al	1	1	1.0
119	al	principio	1	1	1.0
al	principio	#	1	1	1.0
$	con	eso	1	2	0.5
con	eso	de	1	1	1.0
eso	de	que	1	1	1.0
de	que	lo	1	9	0.1111111111111111
que	lo	tenías	1	5	0.2
lo	tenías	todo	1	1	1.0
tenías	todo	mal	1	1	1.0
todo	mal	#	1	1	1.0
$	que	bueno	1	32	0.03125
que	bueno	que	1	1	1.0
bueno	que	si	1	1	1.0
si	te	ayudé	1	5	0.2
te	ayudé	a	1	1	1.0
ayudé	a	corregirlo	1	1	1.0
a	corregirlo	anoche	1	1	1.0
corregirlo	anoche	#	1	1	1.0
$	buena	noche	1	1	1.0
buena	noche	compañero	1	1	1.0
noche	compañero	#	1	1	1.0
$	solo	24	1	8	0.125
solo	24	nuevos	1	1	1.0
24	nuevos	#	1	2	0.5
$	te	paso	1	16	0.0625
te	paso	el	1	2	0.5
paso	el	markdown	1	1	1.0
el	markdown	🫡	1	1	1.0
markdown	🫡	#	1	1	1.0
$	luego	te	1	2	0.5
luego	te	explico	1	1	1.0
te	explico	las	1	1	1.0
explico	las	otras	1	1	1.0
las	otras	cosas	1	2	0.5
otras	cosas	que	1	2	0.5
cosas	que	vimos	1	1	1.0
que	vimos	hoy	1	1	1.0
vimos	hoy	#	1	1	1.0
$	estuvo	interesante	1	1	1.0
estuvo	interesante	#	1	1	1.0
$	esta	no	1	1	1.0
esta	no	te	1	1	1.0
no	te	la	1	10	0.1
te	la	puedes	1	1	1.0
la	puedes	perder	1	1	1.0
puedes	perder	cawn	1	1	1.0
perder	cawn	#	1	1	1.0
$	como	sea	1	3	0.3333333333333333
como	sea	pierdete	1	2	0.5
sea	pierdete	de	1	1	1.0
pierdete	de	las	1	1	1.0
de	las	otras	1	2	0.5
las	otras	que	1	2	0.5
otras	que	tienes	1	1	1.0
que	tienes	de	1	1	1.0
tienes	de	relleno	1	1	1.0
de	relleno	#	1	1	1.0
$	que	#	1	32	0.03125
si	we	pero	1	10	0.1
we	pero	ocupamos	1	1	1.0
pero	ocupamos	saber	1	1	1.0
ocupamos	saber	q	1	1	1.0
saber	q	hacer	1	2	0.5
q	hacer	para	1	1	1.0
hacer	para	que	1	1	1.0
para	que	sea	1	8	0.125
que	sea	de	1	2	0.5
sea	de	3	1	1	1.0
de	3	#	1	1	1.0
$	41	nuevas	1	1	1.0
41	nuevas	?	1	1	1.0
nuevas	?	#	1	1	1.0
$	223	en	1	1	1.0
223	en	total	1	1	1.0
en	total	?	1	1	1.0
total	?	#	1	1	1.0
si	we	💀	1	10	0.1
we	💀	#	1	1	1.0
$	es	lab	1	16	0.0625
es	lab	#	1	1	1.0
$	mamaste	#	1	1	1.0
$	pasa	lista	1	2	0.5
pasa	lista	#	1	2	0.5
$	ya	sabes	1	41	0.024390243902439025
ya	sabes	#	1	1	1.0
$	pero	después	1	31	0.03225806451612903
pero	después	del	1	1	1.0
después	del	pase	1	1	1.0
del	pase	de	1	1	1.0
pase	de	lista	1	1	1.0
de	lista	we	1	1	1.0
ese	we	piensa	1	6	0.16666666666666666
we	piensa	que	1	1	1.0
piensa	que	todos	1	1	1.0
que	todos	llegamos	1	1	1.0
todos	llegamos	en	1	1	1.0
llegamos	en	carro	1	1	1.0
en	carro	#	1	1	1.0
$	kkkkkkkk	#	1	1	1.0
$	dices	puras	1	1	1.0
dices	puras	mamadas	1	1	1.0
puras	mamadas	we	1	1	1.0
mamadas	we	#	1	1	1.0
a	mi	no	1	4	0.25
mi	no	me	1	1	1.0
no	me	vas	1	9	0.1111111111111111
me	vas	a	1	1	1.0
vas	a	decir	1	5	0.2
a	decir	zorra	1	2	0.5
decir	zorra	#	1	1	1.0
$	dime	patron	1	5	0.2
dime	patron	#	1	1	1.0
si	no	no	1	7	0.14285714285714285
no	no	te	1	1	1.0
no	te	guardo	1	10	0.1
te	guardo	tu	1	1	1.0
guardo	tu	lugar	1	1	1.0
tu	lugar	#	1	1	1.0
$	pendejo	#	1	1	1.0
te	falta	pilin	1	3	0.3333333333333333
falta	pilin	we	1	1	1.0
pilin	we	#	1	1	1.0
$	estas	bien	1	1	1.0
estas	bien	gato	1	1	1.0
bien	gato	we	1	2	0.5
gato	we	#	1	1	1.0
$	pero	mal	1	31	0.03225806451612903
pero	mal	plan	1	1	1.0
$	que	falta	1	32	0.03125
que	falta	de	1	3	0.3333333333333333
falta	de	respeto	1	2	0.5
de	respeto	#	1	1	1.0
$	pero	ya	1	31	0.03225806451612903
pero	ya	te	1	3	0.3333333333333333
ya	te	lo	1	4	0.25
te	lo	digo	1	4	0.25
lo	digo	yo	1	1	1.0
digo	yo	#	1	1	1.0
si	te	falta	1	5	0.2
te	falta	#	1	3	0.3333333333333333
$	why	would	1	1	1.0
why	would	I	1	1	1.0
would	I	do	1	1	1.0
I	do	that	1	1	1.0
do	that	?	1	1	1.0
that	?	#	1	1	1.0
ah	,	que	1	3	0.3333333333333333
,	que	llegaste	1	2	0.5
que	llegaste	tarde	1	1	1.0
llegaste	tarde	#	1	1	1.0
$	se	va	1	10	0.1
va	a	tener	1	9	0.1111111111111111
que	hacer	eso	1	2	0.5
hacer	eso	hasta	1	1	1.0
eso	hasta	el	1	1	1.0
el	domingo	we	1	3	0.3333333333333333
domingo	we	#	1	1	1.0
$	porque	son	1	2	0.5
porque	son	muy	1	1	1.0
son	muy	pocas	1	1	1.0
muy	pocas	noticias	1	1	1.0
pocas	noticias	#	1	1	1.0
dijo	que	lo	1	7	0.14285714285714285
que	lo	iba	1	5	0.2
iba	a	cambiar	1	6	0.16666666666666666
a	cambiar	#	1	2	0.5
$	preguntale	al	1	1	1.0
preguntale	al	Emilio	1	1	1.0
al	Emilio	o	1	2	0.5
Emilio	o	al	1	1	1.0
o	al	ada	1	1	1.0
dijo	que	hasta	1	7	0.14285714285714285
que	hasta	el	1	1	1.0
el	domingo	y	1	3	0.3333333333333333
domingo	y	que	1	1	1.0
y	que	la	1	2	0.5
que	la	entrega	1	3	0.3333333333333333
la	entrega	el	1	1	1.0
entrega	el	lunes	1	1	1.0
$	si	hubieras	1	35	0.02857142857142857
si	hubieras	llegado	1	1	1.0
hubieras	llegado	temprano	1	1	1.0
llegado	temprano	,	1	1	1.0
temprano	,	lo	1	1	1.0
,	lo	hubieras	1	3	0.3333333333333333
lo	hubieras	podido	1	1	1.0
hubieras	podido	comentar	1	1	1.0
podido	comentar	#	1	1	1.0
ver	si	ya	1	3	0.3333333333333333
ya	te	agarras	1	4	0.25
te	agarras	de	1	1	1.0
agarras	de	los	1	1	1.0
de	los	huevos	1	7	0.14285714285714285
los	huevos	y	1	1	1.0
huevos	y	te	1	1	1.0
y	te	haces	1	2	0.5
te	haces	responsable	1	1	1.0
haces	responsable	#	1	1	1.0
$	cabrón	#	1	1	1.0
$	te	habrías	1	16	0.0625
te	habrías	enterado	1	1	1.0
habrías	enterado	de	1	1	1.0
enterado	de	haber	1	1	1.0
de	haber	llegado	1	1	1.0
haber	llegado	#	1	1	1.0
$	ni	en	1	7	0.14285714285714285
ni	en	pedo	1	1	1.0
en	pedo	#	1	1	1.0
$	por	irrespetuoso	1	11	0.09090909090909091
por	irrespetuoso	#	1	1	1.0
$	pues	le	1	20	0.05
pues	le	vas	1	1	1.0
le	vas	a	1	1	1.0
vas	a	tener	1	5	0.2
que	hacer	tu	1	2	0.5
hacer	tu	no	1	1	1.0
tu	no	pregunta	1	1	1.0
no	pregunta	a	1	1	1.0
pregunta	a	alguien	1	1	1.0
a	alguien	más	1	2	0.5
alguien	más	we	1	1	1.0
más	we	#	1	1	1.0
$	318	#	1	1	1.0
$	ayer	solo	1	1	1.0
ayer	solo	bajaron	1	1	1.0
solo	bajaron	#	1	1	1.0
$	12	#	1	1	1.0
$	les	dieron	1	1	1.0
les	dieron	el	1	1	1.0
dieron	el	puente	1	1	1.0
el	puente	kkk	1	1	1.0
puente	kkk	#	1	1	1.0
$	trae	más	1	1	1.0
trae	más	?	1	1	1.0
$	ahh	smn	1	3	0.3333333333333333
ahh	smn	#	1	1	1.0
$	perdón	,	1	3	0.3333333333333333
perdón	,	conté	1	1	1.0
,	conté	la	1	1	1.0
conté	la	fila	1	1	1.0
fila	de	titulos	1	2	0.5
de	titulos	#	1	1	1.0
$	le	acabas	1	4	0.25
le	acabas	de	1	1	1.0
acabas	de	decir	1	1	1.0
de	decir	pendejo	1	3	0.3333333333333333
decir	pendejo	al	1	1	1.0
pendejo	al	Emilio	1	1	1.0
al	Emilio	?	1	2	0.5
Emilio	?	#	1	1	1.0
$	22	nuevas	1	1	1.0
22	nuevas	#	1	1	1.0
$	339	#	1	1	1.0
$	semanita	de	1	1	1.0
semanita	de	vacaciones	1	1	1.0
de	vacaciones	?	1	1	1.0
vacaciones	?	#	1	1	1.0
$	me	trajeron	1	10	0.1
me	trajeron	al	1	1	1.0
trajeron	al	cenac	1	1	1.0
al	cenac	💀	1	1	1.0
cenac	💀	#	1	1	1.0
$	tu	tío	1	4	0.25
tu	tío	abuelo	1	2	0.5
tío	abuelo	todavia	1	1	1.0
abuelo	todavia	no	1	1	1.0
todavia	no	pasa	1	1	1.0
no	pasa	lista	1	1	1.0
pasa	lista	we	1	2	0.5
$	me	hacen	1	10	0.1
me	hacen	mierda	1	1	1.0
hacen	mierda	#	1	1	1.0
$	se	de	1	10	0.1
se	de	cabrones	1	2	0.5
de	cabrones	en	1	1	1.0
cabrones	en	la	1	1	1.0
en	la	escom	1	14	0.07142857142857142
la	escom	con	1	1	1.0
escom	con	elo	1	1	1.0
con	elo	de	1	1	1.0
elo	de	1500	1	1	1.0
de	1500	#	1	1	1.0
y	yo	con	1	5	0.2
yo	con	mi	1	1	1.0
con	mi	humilde	1	2	0.5
mi	humilde	900	1	1	1.0
humilde	900	#	1	1	1.0
$	es	el	1	16	0.0625
es	el	coeficiente	1	7	0.14285714285714285
el	coeficiente	que	1	1	1.0
coeficiente	que	indica	1	1	1.0
que	indica	que	1	1	1.0
indica	que	tan	1	1	1.0
que	tan	cabron	1	1	1.0
tan	cabron	estás	1	1	1.0
cabron	estás	#	1	1	1.0
$	se	calcula	1	10	0.1
se	calcula	conforme	1	1	1.0
calcula	conforme	contra	1	1	1.0
conforme	contra	quien	1	1	1.0
contra	quien	ganas	1	2	0.5
quien	ganas	y	1	1	1.0
ganas	y	contra	1	1	1.0
y	contra	quien	1	1	1.0
contra	quien	pierdes	1	2	0.5
quien	pierdes	#	1	1	1.0
ya	voy	pendejo	1	2	0.5
voy	pendejo	#	1	1	1.0
$	relájate	#	1	1	1.0
$	crafteate	los	1	1	1.0
crafteate	los	cronogramas	1	1	1.0
los	cronogramas	#	1	1	1.0
$	yo	voy	1	11	0.09090909090909091
yo	voy	a	1	1	1.0
voy	a	cocinar	1	12	0.08333333333333333
a	cocinar	intro	1	1	1.0
cocinar	intro	y	1	1	1.0
intro	y	justificación	1	1	1.0
y	justificación	#	1	1	1.0
$	,	ando	1	3	0.3333333333333333
,	ando	en	1	1	1.0
ando	en	eso	1	4	0.25
$	hubieras	preguntado	1	1	1.0
hubieras	preguntado	en	1	1	1.0
preguntado	en	el	1	1	1.0
el	grupo	,	1	2	0.5
grupo	,	pero	1	1	1.0
,	pero	bueno	1	6	0.16666666666666666
pero	bueno	kkk	1	3	0.3333333333333333
bueno	kkk	#	1	1	1.0
$	toma	en	1	1	1.0
toma	en	cuenta	1	1	1.0
en	cuenta	esto	1	1	1.0
cuenta	esto	#	1	1	1.0
$	las	épicas	1	4	0.25
las	épicas	pueden	1	1	1.0
épicas	pueden	ser	1	1	1.0
pueden	ser	diseño	1	1	1.0
ser	diseño	del	1	1	1.0
diseño	del	data	1	1	1.0
del	data	set	1	1	1.0
data	set	,	1	1	1.0
set	,	entrenamiento	1	1	1.0
,	entrenamiento	del	1	1	1.0
entrenamiento	del	modelo	1	1	1.0
del	modelo	,	1	2	0.5
modelo	,	integración	1	1	1.0
,	integración	API	1	2	0.5
integración	API	,	1	1	1.0
API	,	desarrollo	1	1	1.0
,	desarrollo	de	1	2	0.5
desarrollo	de	página	1	1	1.0
de	página	web	1	1	1.0
página	web	,	1	1	1.0
web	,	integración	1	1	1.0
,	integración	de	1	2	0.5
integración	de	base	1	1	1.0
de	base	de	1	1	1.0
datos	,	desarrollo	1	2	0.5
,	desarrollo	 	1	2	0.5
desarrollo	 	de	1	1	1.0
de	 	extensión	1	2	0.5
 	extensión	#	1	1	1.0
$	y	eso	1	20	0.05
y	eso	#	1	2	0.5
$	es	uno	1	16	0.0625
es	uno	para	1	1	1.0
uno	para	cada	1	1	1.0
para	cada	uno	1	1	1.0
cada	uno	#	1	1	1.0
$	y	si	1	20	0.05
y	si	quieres	1	1	1.0
si	quieres	utiliza	1	2	0.5
quieres	utiliza	otro	1	1	1.0
utiliza	otro	formato	1	1	1.0
otro	formato	de	1	1	1.0
formato	de	tabla	1	1	1.0
de	tabla	,	1	1	1.0
tabla	,	con	1	1	1.0
,	con	que	1	1	1.0
con	que	se	1	1	1.0
que	se	vea	1	6	0.16666666666666666
se	vea	formal	1	1	1.0
vea	formal	dicen	1	1	1.0
formal	dicen	que	1	1	1.0
dicen	que	no	1	1	1.0
hay	pedo	#	1	2	0.5
$	kkk	#	1	1	1.0
$	joder	#	1	1	1.0
$	humilde	#	1	1	1.0
$	a	esa	1	27	0.037037037037037035
esa	hora	tengo	1	2	0.5
hora	tengo	exámen	1	1	1.0
tengo	exámen	de	1	1	1.0
